縣市,HIV診斷年份,HIV診斷月份,性別,診斷年齡分組,個案數
雲林縣,2009,10,男,25-34,1
雲林縣,2009,10,男,35-49,3
雲林縣,2009,10,男,50-64,1
新北市,2009,10,女,35-49,1
新北市,2009,10,女,50-64,1
新北市,2009,10,男,15-24,10
新北市,2009,10,男,25-34,12
新北市,2009,10,男,35-49,6
新北市,2009,10,男,50-64,2
新竹市,2009,10,男,25-34,1
新竹市,2009,10,男,35-49,1
新竹縣,2009,10,男,15-24,2
新竹縣,2009,10,男,25-34,1
彰化縣,2009,10,男,25-34,1
彰化縣,2009,10,男,35-49,2
台中市,2009,11,男,15-24,3
台中市,2009,11,男,25-34,4
台中市,2009,11,男,35-49,5
台北市,2009,11,男,15-24,6
台北市,2009,11,男,25-34,4
台北市,2009,11,男,35-49,9
台北市,2009,11,男,50-64,1
台北市,2009,11,男,65以上,1
台東縣,2009,11,男,15-24,1
台南市,2009,11,女,15-24,2
台南市,2009,11,男,15-24,4
台南市,2009,11,男,25-34,4
台南市,2009,11,男,35-49,1
台南市,2009,11,男,50-64,1
宜蘭縣,2009,11,男,15-24,1
花蓮縣,2009,11,男,25-34,1
金門縣,2009,11,男,25-34,1
屏東縣,2009,11,女,25-34,1
屏東縣,2009,11,女,50-64,1
屏東縣,2009,11,男,15-24,1
屏東縣,2009,11,男,35-49,1
屏東縣,2009,11,男,50-64,1
苗栗縣,2009,11,男,15-24,1
桃園市,2009,11,男,15-24,1
桃園市,2009,11,男,25-34,4
桃園市,2009,11,男,35-49,4
桃園市,2009,11,男,50-64,1
高雄市,2009,11,女,25-34,1
高雄市,2009,11,女,35-49,1
高雄市,2009,11,女,50-64,1
高雄市,2009,11,男,15-24,8
高雄市,2009,11,男,25-34,9
高雄市,2009,11,男,35-49,5
高雄市,2009,11,男,50-64,1
基隆市,2009,11,男,25-34,2
基隆市,2009,11,男,35-49,1
雲林縣,2009,11,男,15-24,1
雲林縣,2009,11,男,35-49,2
雲林縣,2009,11,男,50-64,1
新北市,2009,11,女,35-49,2
新北市,2009,11,男,15-24,9
新北市,2009,11,男,25-34,12
新北市,2009,11,男,35-49,6
新北市,2009,11,男,50-64,1
新竹市,2009,11,男,25-34,1
新竹縣,2009,11,女,35-49,1
新竹縣,2009,11,男,25-34,1
嘉義縣,2009,11,男,15-24,1
彰化縣,2009,11,男,25-34,1
彰化縣,2009,11,男,35-49,2
澎湖縣,2009,11,男,50-64,1
台中市,2009,12,女,25-34,1
台中市,2009,12,女,50-64,1
台中市,2009,12,男,15-24,8
台中市,2009,12,男,25-34,6
台中市,2009,12,男,35-49,6
台中市,2009,12,男,50-64,1
台北市,2009,12,女,25-34,1
台北市,2009,12,男,15-24,6
台北市,2009,12,男,25-34,3
台北市,2009,12,男,35-49,7
台北市,2009,12,男,50-64,1
台東縣,2009,12,女,35-49,1
台南市,2009,12,男,15-24,2
台南市,2009,12,男,25-34,2
台南市,2009,12,男,35-49,3
宜蘭縣,2009,12,男,15-24,3
宜蘭縣,2009,12,男,25-34,2
花蓮縣,2009,12,男,35-49,1
南投縣,2009,12,女,15-24,1
屏東縣,2009,12,男,25-34,2
屏東縣,2009,12,男,35-49,1
屏東縣,2009,12,男,50-64,1
苗栗縣,2009,12,男,15-24,1
苗栗縣,2009,12,男,35-49,1
桃園市,2009,12,男,15-24,3
桃園市,2009,12,男,25-34,5
桃園市,2009,12,男,35-49,4
桃園市,2009,12,男,50-64,1
高雄市,2009,12,女,15-24,2
高雄市,2009,12,男,15-24,8
高雄市,2009,12,男,25-34,9
高雄市,2009,12,男,35-49,2
基隆市,2009,12,男,35-49,1
雲林縣,2009,12,女,35-49,1
雲林縣,2009,12,男,25-34,3
新北市,2009,12,女,25-34,1
新北市,2009,12,男,15-24,11
新北市,2009,12,男,25-34,21
新北市,2009,12,男,35-49,6
新竹縣,2009,12,男,15-24,1
新竹縣,2009,12,男,25-34,2
嘉義縣,2009,12,男,15-24,1
彰化縣,2009,12,男,15-24,1
彰化縣,2009,12,男,25-34,1
彰化縣,2009,12,男,65以上,1
台中市,2010,1,男,15-24,5
台中市,2010,1,男,25-34,10
台中市,2010,1,男,35-49,5
台中市,2010,1,男,65以上,1
台北市,2010,1,男,15-24,5
台北市,2010,1,男,25-34,5
台北市,2010,1,男,35-49,5
台北市,2010,1,男,50-64,1
台南市,2010,1,男,25-34,1
台南市,2010,1,男,50-64,1
宜蘭縣,2010,1,男,35-49,1
花蓮縣,2010,1,男,25-34,4
南投縣,2010,1,男,35-49,1
屏東縣,2010,1,男,15-24,1
屏東縣,2010,1,男,25-34,2
屏東縣,2010,1,男,35-49,1
屏東縣,2010,1,男,50-64,1
苗栗縣,2010,1,男,25-34,1
苗栗縣,2010,1,男,35-49,2
桃園市,2010,1,女,35-49,1
桃園市,2010,1,男,15-24,4
桃園市,2010,1,男,25-34,7
桃園市,2010,1,男,35-49,4
桃園市,2010,1,男,50-64,1
桃園市,2010,1,男,65以上,1
高雄市,2010,1,男,15-24,13
高雄市,2010,1,男,25-34,9
高雄市,2010,1,男,35-49,5
基隆市,2010,1,男,15-24,1
新北市,2010,1,男,15-24,8
新北市,2010,1,男,25-34,10
新北市,2010,1,男,35-49,7
新北市,2010,1,男,65以上,2
新竹市,2010,1,男,25-34,2
新竹縣,2010,1,男,25-34,1
新竹縣,2010,1,男,35-49,1
嘉義縣,2010,1,男,50-64,2
彰化縣,2010,1,男,15-24,1
台中市,2010,2,男,15-24,5
台中市,2010,2,男,25-34,7
台中市,2010,2,男,35-49,2
台北市,2010,2,男,15-24,1
台北市,2010,2,男,25-34,7
台北市,2010,2,男,35-49,5
台北市,2010,2,男,50-64,1
台南市,2010,2,女,35-49,1
台南市,2010,2,男,15-24,1
台南市,2010,2,男,25-34,1
台南市,2010,2,男,35-49,1
台南市,2010,2,男,50-64,1
宜蘭縣,2010,2,男,15-24,1
宜蘭縣,2010,2,男,35-49,1
屏東縣,2010,2,女,50-64,1
屏東縣,2010,2,男,15-24,1
屏東縣,2010,2,男,25-34,2
屏東縣,2010,2,男,50-64,1
苗栗縣,2010,2,男,15-24,1
苗栗縣,2010,2,男,65以上,1
桃園市,2010,2,男,15-24,3
桃園市,2010,2,男,25-34,3
桃園市,2010,2,男,35-49,2
桃園市,2010,2,男,50-64,1
高雄市,2010,2,女,35-49,1
高雄市,2010,2,男,15-24,6
高雄市,2010,2,男,25-34,7
高雄市,2010,2,男,35-49,2
高雄市,2010,2,男,50-64,2
基隆市,2010,2,男,35-49,1
新北市,2010,2,女,65以上,1
新北市,2010,2,男,15-24,9
新北市,2010,2,男,25-34,11
新北市,2010,2,男,35-49,8
新北市,2010,2,男,50-64,2
新竹市,2010,2,男,15-24,2
新竹縣,2010,2,男,35-49,2
彰化縣,2010,2,男,15-24,1
彰化縣,2010,2,男,35-49,1
彰化縣,2010,2,男,50-64,1
台中市,2010,3,女,15-24,1
台中市,2010,3,女,35-49,1
台中市,2010,3,男,15-24,5
台中市,2010,3,男,25-34,6
台中市,2010,3,男,35-49,5
台北市,2010,3,男,15-24,6
台北市,2010,3,男,25-34,12
台北市,2010,3,男,35-49,7
台東縣,2010,3,女,25-34,1
台東縣,2010,3,男,25-34,1
台南市,2010,3,女,15-24,1
台南市,2010,3,女,65以上,1
台南市,2010,3,男,15-24,1
台南市,2010,3,男,25-34,1
台南市,2010,3,男,35-49,1
花蓮縣,2010,3,男,25-34,1
南投縣,2010,3,男,15-24,1
南投縣,2010,3,男,35-49,1
屏東縣,2010,3,男,15-24,2
屏東縣,2010,3,男,25-34,3
苗栗縣,2010,3,男,35-49,1
桃園市,2010,3,男,15-24,6
桃園市,2010,3,男,25-34,6
桃園市,2010,3,男,35-49,3
高雄市,2010,3,女,25-34,1
高雄市,2010,3,女,50-64,1
高雄市,2010,3,男,15-24,11
高雄市,2010,3,男,25-34,10
高雄市,2010,3,男,35-49,5
基隆市,2010,3,男,35-49,1
雲林縣,2010,3,男,15-24,1
新北市,2010,3,女,35-49,2
新北市,2010,3,男,15-24,13
新北市,2010,3,男,25-34,23
新北市,2010,3,男,35-49,9
新竹市,2010,3,男,15-24,2
新竹縣,2010,3,男,15-24,2
嘉義市,2010,3,男,35-49,1
嘉義縣,2010,3,女,25-34,1
嘉義縣,2010,3,男,25-34,1
嘉義縣,2010,3,男,35-49,1
彰化縣,2010,3,男,15-24,1
彰化縣,2010,3,男,25-34,2
台中市,2010,4,男,15-24,9
台中市,2010,4,男,25-34,5
台中市,2010,4,男,35-49,4
台中市,2010,4,男,65以上,1
台北市,2010,4,男,15-24,6
台北市,2010,4,男,25-34,14
台北市,2010,4,男,35-49,10
台北市,2010,4,男,50-64,1
台東縣,2010,4,男,25-34,1
台東縣,2010,4,男,35-49,1
台南市,2010,4,女,35-49,1
台南市,2010,4,男,25-34,6
台南市,2010,4,男,35-49,1
宜蘭縣,2010,4,男,25-34,3
花蓮縣,2010,4,男,25-34,1
花蓮縣,2010,4,男,35-49,1
南投縣,2010,4,女,65以上,1
南投縣,2010,4,男,15-24,1
南投縣,2010,4,男,35-49,1
南投縣,2010,4,男,65以上,1
屏東縣,2010,4,男,15-24,1
屏東縣,2010,4,男,25-34,1
屏東縣,2010,4,男,35-49,1
苗栗縣,2010,4,男,15-24,1
桃園市,2010,4,女,25-34,1
桃園市,2010,4,女,35-49,1
桃園市,2010,4,男,15-24,4
桃園市,2010,4,男,25-34,7
桃園市,2010,4,男,35-49,4
桃園市,2010,4,男,50-64,3
桃園市,2010,4,男,65以上,1
高雄市,2010,4,女,25-34,1
高雄市,2010,4,男,15-24,11
高雄市,2010,4,男,25-34,8
高雄市,2010,4,男,35-49,2
高雄市,2010,4,男,50-64,1
雲林縣,2010,4,女,35-49,1
新北市,2010,4,男,15-24,11
新北市,2010,4,男,25-34,16
新北市,2010,4,男,35-49,6
新北市,2010,4,男,50-64,1
新竹市,2010,4,男,15-24,3
新竹縣,2010,4,男,15-24,1
新竹縣,2010,4,男,25-34,1
彰化縣,2010,4,男,15-24,1
彰化縣,2010,4,男,25-34,1
台中市,2010,5,男,15-24,4
台中市,2010,5,男,25-34,8
台中市,2010,5,男,35-49,1
台北市,2010,5,男,15-24,5
台北市,2010,5,男,25-34,7
台北市,2010,5,男,35-49,10
台北市,2010,5,男,50-64,1
台東縣,2010,5,女,50-64,1
台南市,2010,5,男,25-34,1
宜蘭縣,2010,5,男,15-24,1
宜蘭縣,2010,5,男,65以上,1
花蓮縣,2010,5,女,25-34,1
花蓮縣,2010,5,男,15-24,1
花蓮縣,2010,5,男,35-49,2
南投縣,2010,5,男,15-24,1
屏東縣,2010,5,男,15-24,3
屏東縣,2010,5,男,25-34,2
苗栗縣,2010,5,男,35-49,1
苗栗縣,2010,5,男,50-64,1
桃園市,2010,5,女,25-34,1
桃園市,2010,5,男,15-24,5
桃園市,2010,5,男,25-34,6
桃園市,2010,5,男,35-49,3
桃園市,2010,5,男,50-64,1
高雄市,2010,5,女,35-49,1
高雄市,2010,5,男,15-24,5
高雄市,2010,5,男,25-34,10
高雄市,2010,5,男,35-49,3
基隆市,2010,5,男,15-24,1
基隆市,2010,5,男,25-34,4
雲林縣,2010,5,男,25-34,2
雲林縣,2010,5,男,35-49,1
新北市,2010,5,女,25-34,2
新北市,2010,5,女,35-49,1
新北市,2010,5,男,15-24,17
新北市,2010,5,男,25-34,11
新北市,2010,5,男,35-49,7
新北市,2010,5,男,50-64,1
新北市,2010,5,男,65以上,1
新竹市,2010,5,女,35-49,1
新竹市,2010,5,男,25-34,1
新竹縣,2010,5,女,35-49,1
新竹縣,2010,5,男,25-34,2
嘉義市,2010,5,男,35-49,2
嘉義縣,2010,5,男,25-34,1
彰化縣,2010,5,女,50-64,1
彰化縣,2010,5,男,15-24,2
彰化縣,2010,5,男,25-34,1
彰化縣,2010,5,男,50-64,1
台中市,2010,6,女,65以上,1
台中市,2010,6,男,15-24,5
台中市,2010,6,男,25-34,13
台中市,2010,6,男,35-49,2
台中市,2010,6,男,50-64,2
台中市,2010,6,男,65以上,1
台北市,2010,6,女,未滿15,1
台北市,2010,6,男,15-24,4
台北市,2010,6,男,25-34,7
台北市,2010,6,男,35-49,8
台北市,2010,6,男,50-64,2
台南市,2010,6,女,25-34,1
台南市,2010,6,男,15-24,2
台南市,2010,6,男,25-34,2
台南市,2010,6,男,35-49,5
花蓮縣,2010,6,男,15-24,2
花蓮縣,2010,6,男,25-34,2
南投縣,2010,6,男,25-34,2
屏東縣,2010,6,男,25-34,4
桃園市,2010,6,男,15-24,5
桃園市,2010,6,男,25-34,6
桃園市,2010,6,男,35-49,2
桃園市,2010,6,男,50-64,1
高雄市,2010,6,女,25-34,1
高雄市,2010,6,男,15-24,9
高雄市,2010,6,男,25-34,8
高雄市,2010,6,男,35-49,4
基隆市,2010,6,男,35-49,1
雲林縣,2010,6,男,15-24,1
雲林縣,2010,6,男,25-34,3
新北市,2010,6,女,25-34,2
新北市,2010,6,男,15-24,15
新北市,2010,6,男,25-34,17
新北市,2010,6,男,35-49,5
新北市,2010,6,男,50-64,1
新北市,2010,6,男,65以上,2
新竹市,2010,6,女,50-64,1
新竹市,2010,6,男,25-34,5
新竹縣,2010,6,男,15-24,2
新竹縣,2010,6,男,25-34,1
嘉義市,2010,6,男,35-49,1
嘉義縣,2010,6,男,35-49,1
彰化縣,2010,6,男,15-24,2
澎湖縣,2010,6,男,35-49,1
台中市,2010,7,男,15-24,8
台中市,2010,7,男,25-34,9
台中市,2010,7,男,35-49,2
台中市,2010,7,男,65以上,1
台北市,2010,7,男,15-24,7
台北市,2010,7,男,25-34,11
台北市,2010,7,男,35-49,6
台北市,2010,7,男,65以上,2
台東縣,2010,7,男,35-49,1
台南市,2010,7,男,15-24,8
台南市,2010,7,男,25-34,3
台南市,2010,7,男,35-49,4
宜蘭縣,2010,7,男,15-24,1
花蓮縣,2010,7,男,15-24,1
花蓮縣,2010,7,男,25-34,2
花蓮縣,2010,7,男,35-49,1
屏東縣,2010,7,男,15-24,1
苗栗縣,2010,7,男,35-49,1
桃園市,2010,7,男,15-24,1
桃園市,2010,7,男,25-34,5
桃園市,2010,7,男,35-49,3
桃園市,2010,7,男,50-64,1
高雄市,2010,7,女,25-34,1
高雄市,2010,7,男,15-24,5
高雄市,2010,7,男,25-34,7
高雄市,2010,7,男,35-49,4
高雄市,2010,7,男,50-64,1
高雄市,2010,7,男,65以上,1
基隆市,2010,7,男,15-24,1
基隆市,2010,7,男,25-34,1
基隆市,2010,7,男,35-49,1
雲林縣,2010,7,女,25-34,1
雲林縣,2010,7,男,35-49,1
雲林縣,2010,7,男,50-64,1
新北市,2010,7,女,50-64,1
新北市,2010,7,男,15-24,5
新北市,2010,7,男,25-34,13
新北市,2010,7,男,35-49,5
新北市,2010,7,男,50-64,3
新竹市,2010,7,男,15-24,2
新竹市,2010,7,男,25-34,1
新竹市,2010,7,男,35-49,1
新竹縣,2010,7,男,15-24,4
新竹縣,2010,7,男,50-64,1
彰化縣,2010,7,男,25-34,2
彰化縣,2010,7,男,35-49,1
彰化縣,2010,7,男,50-64,2
台中市,2010,8,男,15-24,7
台中市,2010,8,男,25-34,6
台中市,2010,8,男,35-49,4
台北市,2010,8,女,35-49,1
台北市,2010,8,男,15-24,3
台北市,2010,8,男,25-34,8
台北市,2010,8,男,35-49,2
台北市,2010,8,男,50-64,1
台北市,2010,8,男,65以上,1
台南市,2010,8,男,15-24,1
台南市,2010,8,男,25-34,3
台南市,2010,8,男,35-49,2
宜蘭縣,2010,8,男,25-34,2
花蓮縣,2010,8,男,15-24,1
花蓮縣,2010,8,男,25-34,2
南投縣,2010,8,男,25-34,1
屏東縣,2010,8,男,25-34,2
屏東縣,2010,8,男,35-49,1
苗栗縣,2010,8,男,15-24,1
苗栗縣,2010,8,男,25-34,1
苗栗縣,2010,8,男,35-49,2
桃園市,2010,8,男,15-24,6
桃園市,2010,8,男,25-34,9
桃園市,2010,8,男,35-49,4
高雄市,2010,8,男,15-24,5
高雄市,2010,8,男,25-34,9
高雄市,2010,8,男,35-49,2
基隆市,2010,8,男,25-34,1
基隆市,2010,8,男,35-49,1
雲林縣,2010,8,男,25-34,1
新北市,2010,8,女,35-49,1
新北市,2010,8,男,15-24,10
新北市,2010,8,男,25-34,16
新北市,2010,8,男,35-49,7
新北市,2010,8,男,65以上,1
新竹市,2010,8,男,15-24,1
新竹市,2010,8,男,25-34,1
新竹縣,2010,8,男,25-34,1
嘉義市,2010,8,男,25-34,1
嘉義縣,2010,8,男,25-34,1
嘉義縣,2010,8,男,35-49,1
彰化縣,2010,8,男,15-24,2
彰化縣,2010,8,男,25-34,2
彰化縣,2010,8,男,35-49,1
台中市,2010,9,男,15-24,6
台中市,2010,9,男,25-34,8
台中市,2010,9,男,35-49,3
台北市,2010,9,女,25-34,1
台北市,2010,9,男,15-24,5
台北市,2010,9,男,25-34,12
台北市,2010,9,男,35-49,9
台東縣,2010,9,男,25-34,1
台南市,2010,9,男,15-24,3
台南市,2010,9,男,25-34,5
台南市,2010,9,男,50-64,1
花蓮縣,2010,9,男,15-24,1
花蓮縣,2010,9,男,35-49,1
花蓮縣,2010,9,男,50-64,1
南投縣,2010,9,男,15-24,1
屏東縣,2010,9,男,15-24,1
屏東縣,2010,9,男,25-34,1
屏東縣,2010,9,男,35-49,2
屏東縣,2010,9,男,50-64,2
苗栗縣,2010,9,女,25-34,1
苗栗縣,2010,9,男,15-24,1
苗栗縣,2010,9,男,25-34,1
苗栗縣,2010,9,男,35-49,2
桃園市,2010,9,女,25-34,1
桃園市,2010,9,男,25-34,4
桃園市,2010,9,男,35-49,3
桃園市,2010,9,男,65以上,1
高雄市,2010,9,女,25-34,1
高雄市,2010,9,男,15-24,8
高雄市,2010,9,男,25-34,9
高雄市,2010,9,男,35-49,4
高雄市,2010,9,男,50-64,1
高雄市,2010,9,男,65以上,1
基隆市,2010,9,男,15-24,2
雲林縣,2010,9,男,35-49,1
新北市,2010,9,女,35-49,1
新北市,2010,9,女,50-64,1
新北市,2010,9,男,15-24,8
新北市,2010,9,男,25-34,15
新北市,2010,9,男,35-49,4
新北市,2010,9,男,50-64,1
新北市,2010,9,男,65以上,1
新竹市,2010,9,男,25-34,2
新竹縣,2010,9,男,25-34,2
嘉義縣,2010,9,男,35-49,2
嘉義縣,2010,9,男,50-64,1
彰化縣,2010,9,男,15-24,2
彰化縣,2010,9,男,25-34,2
彰化縣,2010,9,男,35-49,3
台中市,2010,10,男,15-24,5
台中市,2010,10,男,25-34,15
台中市,2010,10,男,35-49,2
台中市,2010,10,男,50-64,1
台北市,2010,10,男,15-24,8
台北市,2010,10,男,25-34,14
台北市,2010,10,男,35-49,4
台北市,2010,10,男,50-64,1
台東縣,2010,10,男,25-34,1
台南市,2010,10,女,35-49,1
台南市,2010,10,男,15-24,1
台南市,2010,10,男,25-34,2
南投縣,2010,10,男,35-49,1
屏東縣,2010,10,男,15-24,2
屏東縣,2010,10,男,25-34,1
屏東縣,2010,10,男,35-49,2
苗栗縣,2010,10,男,25-34,1
桃園市,2010,10,男,15-24,3
桃園市,2010,10,男,25-34,4
桃園市,2010,10,男,35-49,4
桃園市,2010,10,男,50-64,1
高雄市,2010,10,男,15-24,8
高雄市,2010,10,男,25-34,6
高雄市,2010,10,男,35-49,8
高雄市,2010,10,男,50-64,1
基隆市,2010,10,女,35-49,1
雲林縣,2010,10,男,15-24,1
雲林縣,2010,10,男,25-34,2
雲林縣,2010,10,男,35-49,1
新北市,2010,10,男,15-24,16
新北市,2010,10,男,25-34,21
新北市,2010,10,男,35-49,11
新北市,2010,10,男,50-64,4
新北市,2010,10,男,65以上,1
新竹市,2010,10,男,25-34,2
新竹縣,2010,10,男,25-34,2
嘉義市,2010,10,男,15-24,1
彰化縣,2010,10,女,15-24,1
彰化縣,2010,10,男,15-24,1
彰化縣,2010,10,男,35-49,2
彰化縣,2010,10,男,50-64,1
台中市,2010,11,女,25-34,1
台中市,2010,11,女,50-64,1
台中市,2010,11,男,15-24,11
台中市,2010,11,男,25-34,8
台中市,2010,11,男,35-49,8
台中市,2010,11,男,50-64,2
台北市,2010,11,女,65以上,1
台北市,2010,11,男,15-24,4
台北市,2010,11,男,25-34,11
台北市,2010,11,男,35-49,3
台南市,2010,11,男,15-24,4
台南市,2010,11,男,25-34,1
台南市,2010,11,男,35-49,5
台南市,2010,11,男,50-64,1
宜蘭縣,2010,11,男,15-24,1
南投縣,2010,11,男,15-24,2
南投縣,2010,11,男,25-34,2
屏東縣,2010,11,女,35-49,1
屏東縣,2010,11,男,15-24,2
屏東縣,2010,11,男,25-34,3
屏東縣,2010,11,男,35-49,2
桃園市,2010,11,女,35-49,1
桃園市,2010,11,男,15-24,3
桃園市,2010,11,男,25-34,6
桃園市,2010,11,男,35-49,3
桃園市,2010,11,男,50-64,3
高雄市,2010,11,女,25-34,2
高雄市,2010,11,男,15-24,6
高雄市,2010,11,男,25-34,14
高雄市,2010,11,男,35-49,7
高雄市,2010,11,男,50-64,2
高雄市,2010,11,男,65以上,1
基隆市,2010,11,男,15-24,1
基隆市,2010,11,男,25-34,1
雲林縣,2010,11,女,25-34,1
雲林縣,2010,11,男,15-24,2
雲林縣,2010,11,男,50-64,1
新北市,2010,11,男,15-24,10
新北市,2010,11,男,25-34,14
新北市,2010,11,男,35-49,11
新北市,2010,11,男,65以上,1
新竹市,2010,11,男,15-24,1
新竹縣,2010,11,男,50-64,1
彰化縣,2010,11,男,15-24,1
彰化縣,2010,11,男,35-49,1
台中市,2010,12,男,15-24,3
台中市,2010,12,男,25-34,6
台中市,2010,12,男,35-49,3
台中市,2010,12,男,50-64,1
台北市,2010,12,女,35-49,1
台北市,2010,12,男,15-24,7
台北市,2010,12,男,25-34,13
台北市,2010,12,男,35-49,10
台北市,2010,12,男,50-64,3
台南市,2010,12,男,15-24,2
台南市,2010,12,男,25-34,1
台南市,2010,12,男,35-49,1
宜蘭縣,2010,12,男,15-24,1
宜蘭縣,2010,12,男,25-34,1
花蓮縣,2010,12,男,35-49,2
南投縣,2010,12,男,25-34,1
屏東縣,2010,12,男,15-24,2
屏東縣,2010,12,男,25-34,3
屏東縣,2010,12,男,35-49,3
苗栗縣,2010,12,男,25-34,3
桃園市,2010,12,男,15-24,4
桃園市,2010,12,男,25-34,7
桃園市,2010,12,男,35-49,4
桃園市,2010,12,男,未滿15,1
高雄市,2010,12,女,35-49,1
高雄市,2010,12,女,50-64,1
高雄市,2010,12,男,15-24,6
高雄市,2010,12,男,25-34,10
高雄市,2010,12,男,35-49,6
基隆市,2010,12,男,15-24,1
雲林縣,2010,12,男,25-34,1
雲林縣,2010,12,男,50-64,4
新北市,2010,12,女,25-34,1
新北市,2010,12,女,50-64,1
新北市,2010,12,男,15-24,10
新北市,2010,12,男,25-34,15
新北市,2010,12,男,35-49,3
新北市,2010,12,男,50-64,3
新竹市,2010,12,男,15-24,1
新竹市,2010,12,男,25-34,2
新竹市,2010,12,男,35-49,1
新竹縣,2010,12,男,25-34,1
嘉義市,2010,12,男,25-34,1
彰化縣,2010,12,男,15-24,4
彰化縣,2010,12,男,50-64,1
台中市,2011,1,男,15-24,3
台中市,2011,1,男,25-34,3
台中市,2011,1,男,35-49,3
台中市,2011,1,男,50-64,1
台北市,2011,1,女,50-64,1
台北市,2011,1,女,65以上,1
台北市,2011,1,男,15-24,3
台北市,2011,1,男,25-34,10
台北市,2011,1,男,35-49,6
台北市,2011,1,男,50-64,1
台東縣,2011,1,男,15-24,1
台東縣,2011,1,男,25-34,1
台南市,2011,1,男,25-34,7
台南市,2011,1,男,35-49,1
台南市,2011,1,男,50-64,1
宜蘭縣,2011,1,男,15-24,1
宜蘭縣,2011,1,男,35-49,1
南投縣,2011,1,女,35-49,1
屏東縣,2011,1,男,15-24,1
屏東縣,2011,1,男,25-34,3
苗栗縣,2011,1,女,65以上,1
苗栗縣,2011,1,男,15-24,1
苗栗縣,2011,1,男,25-34,1
苗栗縣,2011,1,男,65以上,1
桃園市,2011,1,女,25-34,1
桃園市,2011,1,女,50-64,1
桃園市,2011,1,男,15-24,2
桃園市,2011,1,男,25-34,5
桃園市,2011,1,男,35-49,3
桃園市,2011,1,男,50-64,1
桃園市,2011,1,男,65以上,1
高雄市,2011,1,男,15-24,7
高雄市,2011,1,男,25-34,6
高雄市,2011,1,男,35-49,6
高雄市,2011,1,男,50-64,2
基隆市,2011,1,男,25-34,1
雲林縣,2011,1,男,35-49,1
雲林縣,2011,1,男,50-64,1
新北市,2011,1,女,15-24,1
新北市,2011,1,男,15-24,8
新北市,2011,1,男,25-34,12
新北市,2011,1,男,35-49,8
新北市,2011,1,男,50-64,1
新竹市,2011,1,女,25-34,1
新竹市,2011,1,男,25-34,1
新竹縣,2011,1,男,15-24,1
新竹縣,2011,1,男,25-34,1
嘉義市,2011,1,男,35-49,1
嘉義縣,2011,1,男,35-49,1
彰化縣,2011,1,男,35-49,1
台中市,2011,2,男,15-24,2
台中市,2011,2,男,25-34,1
台中市,2011,2,男,35-49,2
台中市,2011,2,男,65以上,1
台北市,2011,2,女,50-64,1
台北市,2011,2,男,15-24,4
台北市,2011,2,男,25-34,8
台北市,2011,2,男,35-49,8
台北市,2011,2,男,50-64,1
台東縣,2011,2,男,15-24,2
台南市,2011,2,男,15-24,4
台南市,2011,2,男,25-34,1
台南市,2011,2,男,35-49,2
